0,60484
61680,51201
65280,48954
49980,32787
42330,32766
43690,23909
52428,22730
8738,5580
32768,5322
65534,4299
21845,4134
32896,3632
13107,3207
255,3037
3855,2999
3840,2889
27030,2638
49152,2338
65532,2125
65278,1965
3084,1386
23130,1119
49344,1052
13260,993
64764,702
12336,656
34952,405
61440,330
771,296
53184,285
65520,252
47288,161
34688,155
35980,149
58082,146
16191,127
49698,119
64524,98
61166,97
1028,86
64752,73
61632,70
48060,69
16176,64
48,63
60652,52
51400,46
61488,46
43434,38
11822,35
53538,35
240,34
8706,30
65054,29
35852,28
62448,28
64770,27
768,26
15420,26
33796,26
34186,25
33924,24
49200,24
52942,24
11790,23
32880,23
35916,23
61730,23
49264,22
960,20
29812,20
33860,20
12528,18
20874,18
64,17
43176,17
43180,17
5418,16
45104,16
36234,15
42410,15
43626,15
514,14
2816,14
32816,14
32832,14
36044,14
41634,14
61552,14
15152,13
4382,12
17476,12
45232,12
52992,12
53196,12
61950,12
47802,11
64572,11
33162,10
41386,10
45168,10
47988,10
50112,10
61954,10
62462,10
270,9
782,9
4032,9
4080,9
4894,9
16770,9
31710,9
32766,9
35466,9
38550,9
47984,9
48316,9
49858,9
128,8
192,8
1984,8
3598,8
10794,8
16382,8
33988,8
35724,8
41506,8
47280,8
48048,8
48052,8
48056,8
49968,8
52236,8
53192,8
61698,8
61938,8
64540,8
65038,8
35210,7
52686,7
62208,7
62450,7
63736,7
64716,7
258,6
770,6
16190,6
16512,6
16576,6
21930,6
27242,6
38036,6
43594,6
45056,6
51436,6
53506,6
59624,6
62672,6
64704,6
64802,6
65022,6
1008,5
14272,5
16320,5
19982,5
20046,5
44622,5
56610,5
62460,5
64766,5
780,4
992,4
2048,4
2562,4
2570,4
2730,4
2794,4
3104,4
3324,4
3586,4
3852,4
6614,4
7134,4
7650,4
7710,4
8190,4
10922,4
10986,4
12738,4
13814,4
14208,4
15934,4
16256,4
19268,4
20292,4
24966,4
25542,4
28270,4
29070,4
29646,4
31604,4
32628,4
34438,4
34944,4
39266,4
41474,4
42502,4
42534,4
43530,4
43562,4
43610,4
44458,4
44558,4
44590,4
47284,4
49022,4
49614,4
49920,4
49932,4
50126,4
51432,4
52430,4
52684,4
53726,4
54238,4
56540,4
56796,4
56798,4
57054,4
57308,4
57838,4
58350,4
59628,4
60444,4
61696,4
61936,4
61948,4
62656,4
64720,4
65262,4
1024,3
1056,3
1538,3
1542,3
5950,3
9766,3
10304,3
11360,3
12400,3
13296,3
13360,3
14602,3
15678,3
16898,3
16930,3
17346,3
17846,3
18946,3
19018,3
19970,3
21450,3
27606,3
28066,3
31134,3
36490,3
39206,3
41570,3
43642,3
44638,3
52416,3
53040,3
53198,3
56578,3
61692,3
208,2
494,2
510,2
1006,2
1022,2
2602,2
2666,2
3148,2
3292,2
3566,2
3582,2
4078,2
4094,2
10858,2
12594,2
12598,2
13106,2
13110,2
14080,2
14144,2
16128,2
16192,2
16452,2
19114,2
19178,2
27306,2
27370,2
28788,2
30592,2
30656,2
32640,2
32704,2
33026,2
33920,2
36174,2
38032,2
39578,2
42250,2
42314,2
43658,2
44654,2
44670,2
44686,2
44714,2
44718,2
45120,2
45426,2
46080,2
46128,2
46260,2
47434,2
47872,2
47920,2
48510,2
48896,2
48944,2
48960,2
49212,2
49216,2
51968,2
52016,2
52284,2
52940,2
56542,2
57052,2
60910,2
61422,2
61986,2
62192,2
62204,2
62222,2
65010,2
65026,2
65058,2
65292,2
32,1
286,1
496,1
508,1
798,1
800,1
816,1
896,1
1020,1
1036,1
1076,1
1540,1
1548,1
1920,1
2096,1
2160,1
2992,1
3000,1
3056,1
3064,1
3072,1
3116,1
3888,1
4362,1
4370,1
4374,1
4394,1
4490,1
4522,1
4592,1
4604,1
4882,1
4886,1
5104,1
5116,1
5140,1
5148,1
5514,1
5652,1
5660,1
9088,1
9120,1
11296,1
11372,1
13248,1
13316,1
13380,1
14384,1
14448,1
15280,1
15288,1
15344,1
15352,1
15372,1
15436,1
16368,1
18986,1
20906,1
27178,1
33090,1
33098,1
33114,1
33282,1
34912,1
34916,1
35104,1
35108,1
35168,1
35170,1
35172,1
35174,1
35208,1
35584,1
35632,1
35976,1
36232,1
36656,1
36956,1
37122,1
37126,1
37154,1
37158,1
37218,1
37222,1
37458,1
39170,1
39174,1
39200,1
39202,1
39204,1
39234,1
39238,1
39264,1
39268,1
39782,1
39834,1
40602,1
40992,1
41068,1
41290,1
41306,1
41602,1
41984,1
41992,1
42000,1
42008,1
42056,1
42072,1
42240,1
42242,1
42248,1
42256,1
42258,1
42264,1
42266,1
42304,1
42312,1
42320,1
42328,1
42630,1
42662,1
43432,1
43674,1
44378,1
44386,1
44456,1
44890,1
45948,1
46518,1
47292,1
47462,1
47546,1
47936,1
48252,1
48826,1
49012,1
49086,1
49392,1
49410,1
49602,1
49610,1
49922,1
50114,1
50122,1
51208,1
51240,1
51392,1
52268,1
52476,1
53456,1
54018,1
54060,1
57120,1
57310,1
57568,1
57614,1
57806,1
58126,1
58318,1
59584,1
60640,1
60974,1
61710,1
61728,1
61902,1
62162,1
62194,1
62220,1
62240,1
62254,1
62414,1
64512,1
64544,1
64768,1
64800,1
65020,1
65234,1
65266,1
65326,1
65392,1
5546,0
39270,0
