1,0
6,21845
8,0
9,0
11,0
15,0
18,3855
20,0
21,0
22,21845
27,0
28,13107
29,0
31,0
32,0
33,0
38,21845
40,0
41,0
47,0
52,0
54,21845
60,13107
61,255
63,0
64,0
65,0
71,13107
73,0
75,0
82,3855
84,0
85,0
86,21845
87,0
89,61680
91,0
93,0
95,0
96,0
97,0
102,13107
103,13107
105,0
107,0
117,255
119,255
125,255
128,0
134,21845
135,255
136,0
137,0
146,3855
148,0
149,0
156,13107
160,0
166,21845
167,255
168,0
169,0
180,0
181,255
183,255
188,13107
189,255
192,0
203,255
210,3855
212,0
213,0
215,0
219,255
221,0
223,255
224,0
235,255
245,255
246,255
247,255
253,255
259,0
263,0
267,3855
268,13107
271,3855
278,0
279,0
280,255
281,0
283,3855
285,0
287,3855
290,21845
291,0
292,255
295,0
298,21845
299,3855
303,3855
305,61680
306,61680
308,255
310,0
311,0
317,0
319,3855
323,0
326,13107
327,0
331,3855
342,0
343,0
344,255
345,0
347,3855
348,0
349,0
351,3855
354,21845
355,0
356,0
359,0
362,21845
363,3855
372,255
373,255
380,255
382,255
385,0
387,0
388,13107
391,0
393,0
395,0
396,13107
397,0
398,0
399,0
400,255
401,3855
402,3855
403,3855
404,255
405,0
408,255
409,0
413,0
415,0
417,0
418,21845
419,0
420,255
422,0
423,0
425,0
426,21845
427,0
429,0
430,0
431,0
436,255
437,0
445,0
447,0
449,0
451,0
452,13107
455,0
459,0
465,3855
466,3855
467,3855
468,0
469,0
470,0
471,0
473,0
475,0
476,0
477,0
479,0
481,0
482,21845
483,0
486,0
487,0
490,21845
491,0
500,255
502,255
503,255
508,255
509,255
510,255
512,0
513,0
517,0
518,21845
519,3855
525,0
527,0
532,0
533,0
534,21845
539,0
540,13107
541,0
543,0
549,0
550,21845
551,3855
557,0
559,0
563,3855
564,0
565,0
566,21845
572,13107
575,0
576,0
581,13107
582,21845
583,3855
585,0
590,21845
591,0
594,3855
595,3855
596,0
597,0
598,21845
599,3855
602,21845
603,0
606,21845
607,0
614,0
622,21845
623,0
625,3855
626,3855
627,3855
628,0
629,0
630,21845
633,3855
638,21845
640,0
646,21845
658,0
660,0
661,0
665,21845
668,13107
678,21845
685,21845
690,0
691,3855
692,0
695,255
700,13107
701,255
704,0
709,13107
710,21845
717,13107
721,3855
722,3855
723,3855
724,0
729,0
753,3855
754,3855
755,3855
756,0
757,0
759,255
770,0
771,0
775,0
780,0
781,3855
783,3855
791,0
793,0
795,3855
796,0
797,0
799,3855
806,21845
807,0
812,0
813,3855
815,3855
816,255
817,13107
819,0
820,255
823,0
827,3855
829,0
831,3855
835,0
838,13107
839,0
843,3855
846,13107
847,3855
855,0
857,0
859,3855
861,0
863,3855
871,0
876,0
877,0
879,3855
880,3855
882,3855
884,255
886,255
887,0
888,3855
890,3855
891,3855
893,0
898,0
899,0
903,0
908,0
909,0
911,0
912,255
915,3855
919,3855
921,0
925,0
927,0
935,0
941,0
942,0
943,0
944,255
947,3855
953,0
954,3855
957,0
963,0
964,13107
965,13107
966,13107
967,0
972,0
975,0
976,255
978,3855
979,3855
983,3855
987,0
991,0
996,0
997,0
998,0
999,0
1004,0
1005,0
1006,0
1007,0
1008,3855
1009,3855
1010,3855
1011,3855
1016,3855
1017,3855
1018,3855
1032,0
1035,0
1049,61680
1051,0
1052,13107
1053,13107
1055,0
1056,0
1057,0
1062,21845
1064,0
1065,0
1071,0
1074,21845
1076,0
1077,0
1078,21845
1083,0
1084,13107
1085,13107
1097,52428
1099,0
1114,21845
1115,0
1117,21845
1118,21845
1120,0
1121,0
1123,13107
1126,13107
1127,13107
1131,0
1138,21845
1140,0
1141,0
1142,21845
1143,0
1146,21845
1147,0
1149,0
1150,21845
1152,0
1160,0
1161,0
1170,21845
1172,0
1177,61680
1180,13107
1184,0
1191,0
1192,0
1193,0
1203,0
1204,0
1207,0
1209,61680
1212,13107
1216,0
1219,0
1227,255
1234,0
1237,21845
1238,21845
1239,21845
1243,255
1245,21845
1248,0
1251,13107
1259,255
1266,21845
1267,0
1268,0
1269,0
1271,0
1273,61680
1275,255
1277,0
1289,0
1290,255
1291,3855
1307,3855
1308,13107
1311,3855
1315,0
1318,0
1319,0
1323,3855
1327,3855
1334,0
1335,0
1339,3855
1340,13107
1354,255
1355,3855
1368,0
1369,0
1371,3855
1372,21845
1373,21845
1374,21845
1379,0
1382,0
1383,0
1387,3855
1398,0
1399,0
1400,0
1401,0
1403,3855
1405,0
1409,0
1410,255
1417,0
1418,255
1419,0
1424,255
1425,3855
1427,0
1428,255
1429,0
1431,0
1433,0
1437,0
1439,0
1441,0
1446,0
1447,0
1449,0
1451,0
1453,0
1454,0
1455,0
1456,255
1457,3855
1459,0
1460,255
1461,0
1463,0
1465,0
1469,0
1473,0
1474,255
1482,255
1483,0
1488,3855
1489,3855
1491,0
1492,21845
1494,21845
1496,0
1497,0
1499,0
1500,21845
1501,21845
1502,21845
1510,0
1511,0
1515,0
1520,3855
1521,3855
1523,0
1524,0
1525,0
1527,0
1528,0
1529,0
1531,0
1532,0
1533,0
1551,0
1563,0
1564,13107
1567,0
1568,0
1569,0
1573,0
1574,21845
1575,3855
1583,0
1586,21845
1588,0
1589,0
1590,21845
1595,0
1596,13107
1626,21845
1627,0
1630,21845
1632,0
1633,0
1635,43690
1637,0
1639,3855
1646,21845
1647,0
1650,21845
1652,0
1653,0
1654,21845
1658,21845
1659,0
1662,21845
1670,21845
1684,0
1692,13107
1693,255
1696,0
1702,21845
1705,43690
1715,0
1716,0
1718,21845
1719,0
1721,0
1724,13107
1725,255
1733,13107
1734,13107
1735,13107
1748,0
1749,21845
1750,21845
1757,21845
1760,0
1761,0
1766,21845
1778,21845
1779,0
1780,0
1782,21845
1783,0
1804,0
1805,13107
1806,3855
1807,3855
1818,255
1819,3855
1820,0
1823,3855
1826,0
1827,0
1830,0
1831,0
1839,3855
1847,0
1850,0
1851,3855
1852,0
1868,13107
1869,13107
1870,13107
1880,0
1881,0
1883,3855
1890,0
1894,0
1895,0
1897,65280
1898,0
1899,3855
1903,3855
1911,0
1914,0
1915,3855
1916,0
1925,13107
1934,3855
1935,0
1936,255
1938,255
1939,0
1943,0
1945,0
1949,0
1954,0
1958,0
1959,0
1965,0
1967,0
1968,255
1971,0
1975,0
1977,0
1981,0
1988,13107
1989,13107
1990,13107
1991,13107
1997,13107
2000,0
2001,0
2003,0
2006,21845
2007,0
2008,0
2009,0
2011,0
2018,0
2019,0
2022,0
2023,0
2028,0
2030,0
2031,0
2035,0
2039,0
2043,0
2048,0
2049,0
2054,21845
2056,0
2057,0
2059,0
2063,0
2066,3855
2067,0
2068,0
2070,21845
2071,0
2075,0
2076,13107
2077,13107
2080,0
2081,0
2086,21845
2088,0
2089,0
2095,0
2100,0
2102,21845
2108,13107
2109,13107
2112,0
2113,0
2119,13107
2130,3855
2134,21845
2135,0
2144,0
2145,0
2150,13107
2151,13107
2164,0
2165,0
2166,21845
2176,0
2182,21845
2183,255
2184,0
2185,0
2194,3855
2196,0
2204,13107
2205,13107
2208,0
2214,21845
2215,255
2216,0
2217,0
2228,0
2236,13107
2237,13107
2240,0
2258,3855
2272,0
2292,0
2307,0
2308,13107
2311,0
2315,3855
2316,13107
2317,3855
2319,3855
2320,255
2323,0
2324,255
2326,0
2327,0
2328,255
2329,0
2331,3855
2332,13107
2333,0
2338,21845
2339,0
2340,255
2342,0
2343,0
2346,21845
2347,3855
2351,3855
2353,61680
2354,61680
2356,255
2358,0
2359,0
2364,13107
2365,0
2371,0
2372,13107
2375,0
2382,52428
2385,3855
2386,3855
2387,0
2388,255
2391,0
2401,3855
2402,21845
2403,0
2407,0
2409,52428
2420,255
2423,0
2433,0
2435,0
2436,13107
2439,0
2443,0
2444,13107
2447,0
2448,255
2449,3855
2450,3855
2451,3855
2453,0
2456,255
2457,0
2459,0
2465,0
2466,21845
2467,0
2468,255
2470,0
2471,0
2474,21845
2475,0
2476,21845
2477,21845
2478,0
2479,0
2485,0
2494,0
2497,0
2498,0
2499,0
2500,13107
2503,0
2513,3855
2517,0
2529,0
2530,21845
2531,0
2534,0
2535,0
2549,0
2560,0
2561,0
2565,0
2566,21845
2567,3855
2573,0
2575,0
2580,0
2581,0
2582,21845
2583,0
2588,13107
2597,0
2598,21845
2599,3855
2605,0
2607,0
2612,0
2613,0
2614,21845
2620,13107
2624,0
2630,21845
2631,3855
2638,21845
2639,0
2641,3855
2645,0
2646,21845
2650,21845
2654,21845
2661,0
2663,3855
2670,21845
2673,3855
2674,21845
2675,21845
2676,0
2677,0
2678,21845
2682,21845
2683,21845
2686,21845
2688,0
2694,21845
2706,0
2708,0
2709,0
2713,21845
2716,13107
2726,21845
2733,21845
2740,0
2748,13107
2749,21845
2752,0
2758,21845
2769,3855
2790,21845
2804,0
2818,0
2819,0
2821,3855
2822,255
2823,0
2828,0
2829,3855
2830,3855
2831,3855
2832,255
2835,0
2836,255
2838,255
2839,0
2841,0
2842,0
2845,0
2854,255
2855,0
2860,0
2861,3855
2862,3855
2863,3855
2864,255
2866,0
2867,0
2868,255
2870,255
2871,0
2873,0
2875,3855
2876,0
2877,0
2883,0
2884,13107
2885,13107
2886,21845
2887,0
2891,3855
2892,13107
2894,21845
2895,3855
2896,255
2897,13107
2899,0
2900,255
2901,13107
2903,0
2904,13107
2907,3855
2908,13107
2910,21845
2919,0
2926,21845
2929,13107
