143,65280,4,0,15
175,65280,4,0,15
244,65280,4,5,10
245,65280,4,5,10
374,65280,4,5,10
500,65280,4,5,10
501,65280,4,5,10
502,65280,4,5,10
660,0,4,0,15
719,65280,4,0,15
751,65280,4,0,15
765,65280,4,5,10
804,3840,4,0,13
961,0,4,4,11
969,0,4,4,11
1167,65280,4,0,15
1179,65280,4,0,15
1199,65280,4,0,15
1211,65280,4,0,15
1236,43690,4,5,10
1237,43690,4,5,10
1374,43690,4,5,10
1492,43690,4,5,10
1493,43690,4,5,10
1494,43690,4,5,10
1500,43690,4,5,10
1501,43690,4,5,10
1502,43690,4,5,10
1691,65280,4,0,15
1723,65280,4,0,15
1742,52428,4,5,10
1755,65280,4,0,15
1771,65280,4,0,15
1775,65280,4,0,15
1787,65280,4,0,15
1870,52428,4,5,10
1998,52428,4,5,10
1999,52428,4,5,10
2073,0,4,4,11
2132,0,4,0,15
2164,0,4,0,15
2191,65280,4,0,15
2203,65280,4,0,15
2223,65280,4,0,15
2295,65280,4,0,15
2331,61680,4,0,15
2363,61680,4,0,15
2379,61680,4,0,15
2395,61680,4,0,15
2411,61680,4,0,15
2427,61680,4,0,15
2579,61680,4,0,15
2583,61680,4,0,15
2615,61680,4,0,15
2644,0,4,0,15
2678,3840,4,10,3
2708,0,4,0,15
2763,65280,4,0,15
2767,65280,4,0,15
2779,65280,4,0,15
2853,52428,4,0,15
2891,61680,4,0,15
2907,61680,4,0,15
2923,61680,4,0,15
2939,61680,4,0,15
3102,52428,4,5,10
3156,0,4,0,15
3215,65280,4,0,15
3227,65280,4,0,15
3230,52428,4,5,10
3355,61680,4,0,15
3358,52428,4,5,10
3387,61680,4,0,15
3394,65532,4,5,10
3417,52428,4,6,15
3419,61680,4,0,15
3435,61680,4,0,15
3449,52428,4,6,15
3451,61680,4,0,15
3484,52428,4,5,10
3485,52428,4,5,10
3486,52428,4,5,10
3522,65532,4,5,10
3526,52428,4,5,10
3527,52428,4,5,10
3603,61680,4,0,15
3607,61680,4,0,15
3635,61680,4,0,15
3639,61680,4,0,15
3668,0,4,0,15
3787,65280,4,0,15
3803,65280,4,0,15
3819,65280,4,0,15
3835,65280,4,0,15
3877,52428,4,0,15
3915,61680,4,0,15
3931,61680,4,0,15
3947,61680,4,0,15
3963,61680,4,0,15
3974,61680,4,5,10
3975,61680,4,5,10
4142,8738,4,0,13
4220,65280,4,5,10
4222,65280,4,5,10
4348,65280,4,5,10
4349,65280,4,5,10
4476,65280,4,5,10
4478,65280,4,5,10
4596,65280,4,5,10
4598,65280,4,5,10
4604,65280,4,5,10
4606,65280,4,5,10
5003,61680,4,0,15
5035,61680,4,0,15
5057,0,4,4,11
5065,0,4,4,11
5104,61680,4,5,10
5340,43690,4,5,10
5341,43690,4,5,10
5596,43690,4,5,10
5598,43690,4,5,10
6027,61680,4,0,15
6059,61680,4,0,15
6145,0,4,15,4
6169,0,4,4,11
6177,0,4,15,4
6209,0,4,15,4
6241,0,4,15,4
6375,65280,4,0,15
6467,52428,4,0,15
6979,52428,4,0,15
7011,52428,4,0,15
7238,52428,4,5,10
7239,52428,4,5,10
7246,52428,4,5,10
7366,52428,4,5,10
7367,52428,4,5,10
7448,3840,4,5,8
7490,65532,4,5,10
7491,52428,4,0,15
7523,52428,4,0,15
7572,51400,4,5,10
7576,3840,4,5,8
7618,65532,4,5,10
7622,52428,4,5,10
7686,61680,4,5,10
7694,61680,4,5,10
7745,65532,4,5,10
7747,65532,4,5,10
7814,61680,4,5,10
7815,61680,4,5,10
7873,65532,4,5,10
7875,65532,4,5,10
8002,65532,4,5,10
8035,52428,4,0,15
8070,61680,4,5,10
