1,0
1,204
2,0
2,170
3,0
4,0
4,204
5,0
5,204
6,0
6,128
6,170
6,240
7,0
7,192
7,252
8,0
9,0
9,240
10,0
10,170
11,0
11,128
11,240
12,0
12,204
13,0
13,192
13,204
13,252
14,0
14,128
14,170
14,240
18,90
19,0
19,204
22,0
22,90
23,0
23,128
23,204
23,254
24,0
24,240
26,0
26,90
26,170
27,0
28,0
28,204
28,252
29,0
29,204
32,0
32,128
33,0
33,128
33,204
34,0
34,170
35,0
35,170
36,0
36,204
37,0
37,204
38,0
38,170
40,0
40,128
40,170
41,0
41,128
41,136
41,170
41,240
41,254
42,0
42,170
43,0
43,128
43,170
43,240
43,254
44,0
44,204
46,0
46,170
50,0
50,204
50,254
54,0
54,170
54,204
54,240
54,254
56,0
56,34
56,170
56,240
56,254
57,0
57,34
57,48
57,170
57,240
57,254
58,0
58,170
58,254
72,0
72,204
73,0
73,204
74,0
74,34
74,170
76,0
76,204
77,0
77,128
77,204
77,254
78,0
78,204
94,0
94,90
94,204
104,0
104,128
104,204
106,170
108,0
108,204
122,0
122,90
122,254
126,90
128,0
128,128
130,0
130,128
130,170
132,0
132,128
132,204
134,0
134,128
134,170
134,240
136,0
136,136
138,0
138,170
140,0
140,204
142,0
142,128
142,170
142,240
142,254
146,90
152,0
152,136
152,240
154,90
154,170
156,0
156,136
156,204
156,252
160,0
160,128
162,0
162,128
162,170
164,0
164,90
164,128
164,204
168,0
168,128
168,136
168,170
172,0
172,170
172,204
178,0
178,128
178,204
178,254
184,0
184,170
184,240
184,254
200,0
200,204
232,0
232,128
232,204
232,254
